discover-it-miles|Free FICO Score|multiple_choice|['No', 'Sometimes', 'Yes']|Are you focused on monitoring and improving your credit score monthly?|Credit Monitoring|[0.0, 0.5, 1.0]
wells-fargo-autograph-card|No Foreign Transaction Fees|multiple_choice|['No', 'Yes']|Do you travel abroad and want to avoid the typical 3% fee on every purchase?|Travel|[0.0, 1.0]
wells-fargo-autograph-card|Cell Phone Protection|multiple_choice|['No', 'Somewhat', 'Highly']|Do you value having up to $600 in phone protection just by paying your bill?|Protection|[0.0, 0.5, 1.0]
huntington-voice-visa-card|No Penalty APR|multiple_choice|['No', 'Yes']|Is having a card that doesn't increase your rate for a late payment important to you?|Financial Protection|[0.0, 1.0]
huntington-voice-visa-card|Roadside Dispatch|multiple_choice|['No', 'Sometimes', 'Yes']|Do you value having 24/7 access to emergency roadside services?|Roadside Assistance|[0.0, 0.5, 1.0]
navy-federal-nrewards-secured-credit-card|No Foreign Transaction Fees|multiple_choice|['No', 'Yes']|Do you travel abroad and want to avoid the typical 3% fee on every purchase?|Travel|[0.0, 1.0]
navy-federal-nrewards-secured-credit-card|No Cash Advance Fees|multiple_choice|['No', 'Sometimes', 'Yes']|Do you value the ability to get a cash advance without paying a high fee?|Financial|[0.0, 0.5, 1.0]
pnc-premier-traveler-visa-signature-credit-card|No Foreign Transaction Fees|multiple_choice|['No', 'Yes']|Do you travel abroad and want to avoid the typical 3% fee on every purchase?|Travel|[0.0, 1.0]
pnc-premier-traveler-visa-signature-credit-card|Luxury Hotel Collection Benefits|multiple_choice|['No', 'Sometimes', 'Yes']|Do you enjoy perks like room upgrades and food credits when staying at luxury hotels?|Hotel|[0.0, 0.5, 1.0]
citi-strata-elite-card|Hotel Credit|multiple_choice|['No', 'Once a year', 'Twice+']|Do you book hotel stays of 2+ nights and want up to $300 off?|Hotel|[0.0, 0.7, 1.0]
citi-strata-elite-card|Splurge Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you shop at Best Buy or American Airlines and want up to $200 in annual credits?|Lifestyle|[0.0, 0.5, 1.0]
citi-strata-elite-card|Blacklane Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you use premium car services like Blacklane for airport transfers?|Transportation|[0.0, 0.5, 1.0]
citi-strata-elite-card|Priority Pass Membership|multiple_choice|['Never', 'Occasionally', 'Often']|Do you travel enough to value unlimited access to over 1,500 airport lounges?|Airport Lounge|[0.0, 0.5, 1.0]
citi-strata-elite-card|Admirals Club Passes|multiple_choice|['No', 'Sometimes', 'Yes']|Would you value having 4 one-time passes to American Airlines Admirals Clubs?|Airport Lounge|[0.0, 0.5, 1.0]
citi-strata-elite-card|Application Fee Credit|multiple_choice|['No', 'Yes']|Do you want a credit for Global Entry or TSA PreCheck application fees?|Travel Security|[0.0, 1.0]
citi-strata-elite-card|Citigold Credit|multiple_choice|['No', 'Yes']|Are you a Citigold client who can qualify for a $145 annual credit?|Banking|[0.0, 1.0]
citi-strata-elite-card|Private Client Credit|multiple_choice|['No', 'Yes']|Are you a Citigold Private Client who can qualify for an annual fee credit?|Banking|[0.0, 1.0]
citi-strata-elite-card|Travel Protections|multiple_choice|['No', 'Somewhat', 'Highly']|Do you value a suite of travel insurances like trip cancellation and lost luggage?|Travel Protection|[0.0, 0.5, 1.0]
citi-strata-elite-card|No Foreign Fees|multiple_choice|['No', 'Yes']|Do you travel abroad and want to avoid the typical 3% fee on every purchase?|Fee Waiver|[0.0, 1.0]
citi-strata-elite-card|Mixology Classes|multiple_choice|['No', 'Yes']|Are you interested in learning professional cocktail-making from home?|Lifestyle|[0.0, 1.0]
chase-sapphire-reserve|Apple TV+ & Music|multiple_choice|['No', 'Sometimes', 'Yes']|Do you currently pay for Apple TV+ or Apple Music and want them for free?|Streaming|[0.0, 0.5, 1.0]
chase-sapphire-reserve|StubHub Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you buy tickets for live events and want up to $300 in annual credits?|Entertainment|[0.0, 0.5, 1.0]
capital-one-venture-x-rewards-credit-card|PRIOR Subscription|multiple_choice|['No', 'Yes']|Are you an enthusiast for curated, high-end travel guides and unique experiences?|Travel|[0.0, 1.0]
bilt-mastercard|Rent Day Bonus|multiple_choice|['No', 'Sometimes', 'Yes']|Do you value earning double points on all non-rent purchases on the 1st of every month?|Rewards Bonus|[0.0, 0.5, 1.0]
bilt-mastercard|Lyft Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you use Lyft enough to earn a $5 monthly credit?|Rideshare|[0.0, 0.5, 1.0]
prime-visa|Grubhub+ Membership|multiple_choice|['No', 'Yes']|Do you want a free year of delivery membership for your favorite local restaurants?|Food Delivery|[0.0, 1.0]
prime-visa|Gift Card|multiple_choice|['No', 'Yes']|How likely are you to use a $150 Amazon gift card immediately upon approval?|Shopping|[0.0, 1.0]
apple-card|HYSA Access|multiple_choice|['No', 'Sometimes', 'Yes']|Do you want a high-yield savings account that automatically grows your earned rewards?|Savings Interest|[0.0, 0.5, 1.0]
apple-card|0% Financing|multiple_choice|['No', 'Sometimes', 'Yes']|Do you like the flexibility of paying for major Apple hardware purchases over time interest-free?|Financial Protection|[0.0, 0.5, 1.0]
chase-freedom-unlimited|DoorDash NR Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you order convenience or grocery items via DoorDash and want $10 off quarterly?|Delivery|[0.0, 0.5, 1.0]
chase-freedom-flex|DoorDash NR Credit|multiple_choice|['No', 'Sometimes', 'Yes']|Do you order convenience or grocery items via DoorDash and want $10 off quarterly?|Delivery|[0.0, 0.5, 1.0]
discover-it-cash-back|Free FICO Score|multiple_choice|['No', 'Sometimes', 'Yes']|Are you focused on monitoring and improving your credit score monthly?|Credit Monitoring|[0.0, 0.5, 1.0]
sams-club-mastercard|Gas Rewards|multiple_choice|['No', 'Occasionally', 'Regularly']|Do you spend a significant amount on gas each year and want 5% back?|Rewards Bonus|[0.0, 0.5, 1.0]
bank-of-america-customized-cash-rewards-credit-card-for-students|Flexible Bonus|multiple_choice|['No', 'Sometimes', 'Yes']|Do you want to choose which category (Online Shopping, Dining, Gas) earns you 3% back?|Rewards Bonus|[0.0, 0.5, 1.0]
citi-double-cash-card|Fraud Protection|multiple_choice|['No', 'Somewhat', 'Highly']|Is having protection against unauthorized charges a top priority for you?|Card Protection|[0.0, 0.5, 1.0]
pnc-cash-rewards-visa-credit-card|Spending Tools|multiple_choice|['No', 'Sometimes', 'Yes']|Do you value digital tools to track and categorize your spending automatically?|Business Management|[0.0, 0.5, 1.0]
capital-one-quicksilver-secured-cash-rewards-credit-card|Credit Review|multiple_choice|['No', 'Somewhat', 'Highly']|Are you focused on moving from a secured card to an unsecured one by building credit?|Credit Building|[0.0, 0.5, 1.0]
discover-it-student-chrome|Good Grade Bonus|multiple_choice|['No', 'Yes']|Are you a student who maintains a 3.0+ GPA and wants to be rewarded for it?|Rewards Bonus|[0.0, 1.0]
ink-business-unlimited-credit-card|Primary Coverage|multiple_choice|['No', 'Sometimes', 'Yes']|Do you rent cars for business and want the peace of mind of primary insurance coverage?|Rental Cars|[0.0, 0.5, 1.0]
discover-it-secured-credit-card|Deposit Refund|multiple_choice|['No', 'Somewhat', 'Highly']|Are you focused on establishing a credit history to eventually get your deposit back?|Credit Building|[0.0, 0.5, 1.0]
best-buy-credit-card|Special Financing|multiple_choice|['No', 'Sometimes', 'Yes']|Do you value interest-free financing on large electronics or appliance purchases?|Financial Protection|[0.0, 0.5, 1.0]
prime-visa|No Foreign Fees|multiple_choice|['No', 'Yes']|Do you travel abroad and want to avoid the typical 3% fee on every purchase?|Fee Waiver|[0.0, 1.0]
blue-business-plus-credit-card-from-american-express|Buying Power|multiple_choice|['No', 'Somewhat', 'Highly']|Do you value the flexibility to spend above your credit limit for large business purchases?|Financial Protection|[0.0, 0.5, 1.0]
blue-business-cash-card-from-american-express|Buying Power|multiple_choice|['No', 'Somewhat', 'Highly']|Do you value the flexibility to spend above your credit limit for large business purchases?|Financial Protection|[0.0, 0.5, 1.0]
bank-of-america-customized-cash-rewards-credit-card-for-students|Preferred Rewards|multiple_choice|['No', 'Sometimes', 'Yes']|Do you have bank balances that could qualify you for higher reward rates?|Rewards Bonus|[0.0, 0.5, 1.0]
citi-double-cash-card|Presale Access|multiple_choice|['No', 'Sometimes', 'Yes']|Do you enjoy early access to concert tickets or preferred seating?|Entertainment|[0.0, 0.5, 1.0]
pnc-cash-rewards-visa-credit-card|Account Bonus|multiple_choice|['No', 'Sometimes', 'Yes']|Do you have a PNC account where you could redeem rewards for extra value?|Rewards Bonus|[0.0, 0.5, 1.0]
